NIRE,Empresa,Município,Month,Year,Type
35601369792,S2 AUTOMARCAS EIRELI,CATANDUVA,3,2018,Grupo
35601690744,ALIS PARTICIPACOES EIRELI,POMPEIA,3,2018,Grupo
35601968416,GEREMIAS DA SILVA CAMARGO NETO CROSS LIFE EIRELI,VARZEA PAULISTA,3,2018,Grupo
35601986406,RJBJ TRANSPORTE E LOGISTICA EIRELI,GUARULHOS,3,2018,Grupo
35601996801,ULTRAPEL COMERCIO DE PAPEL EIRELI,MOGI-MIRIM,3,2018,Grupo
35602024969,NOVA PRUDENCROMO EIRELI,PRESIDENTE PRUDENTE,3,2018,Grupo
35602044111,BROOKS HAMBURGUERIA SJC EIRELI,SAO JOSE DOS CAMPOS,3,2018,Grupo
35602070081,ZANCHETTA LOCACAO DE MAQUINAS E EQUIPAMENTOS EIRELI,MARAPOAMA,3,2018,Grupo
35602071720,BUENO DOCERIA EIRELI,JAU,3,2018,Grupo
35602075229,"MOTCHI PARTICIPACOES,INVESTIMENTOS E ADMINISTRACAO - EIRELI",MARILIA,3,2018,Grupo
35602080427,"MACMOLDE INDUSTRIA E COMERCIO DE MACHOS, MOLDES E PRODUTOS PARA FUNDICAO EIRELI.",RIO CLARO,3,2018,Grupo
35602089742,"CIRURGICA+ COMERCIO PRODUTOS MEDICOS HOSPITALARES EIRELI ""INABILITADA PARA EXERCER ATIVIDADE EMPRESARIAL""",DIADEMA,3,2018,Grupo
35602090023,RBW PRESTACAO DE SERVICOS EIRELI,LIMEIRA,3,2018,Grupo
35602090074,CONTABILIDADE GALICIA EIRELI,SAO PAULO,3,2018,Grupo
35602090139,NOVA CANTINA TU CHE SAE EIRELI,SAO PAULO,3,2018,Grupo
35602090180,PPA EMPREENDIMENTOS IMOBILIARIOS EIRELI,SAO PAULO,3,2018,Grupo
35602090325,MAD FERRO COMERCIAL DE FERRAGENS EIRELI,ITUPEVA,3,2018,Grupo
35602096951,PCAD COMERCIO DE TUBOS E CONEXOES EIRELI,CAMPINAS,3,2018,Grupo
35602097001,AGROBOX CONSULTORIA EM AGRONEGOCIOS EIRELI,CAMPINAS,3,2018,Grupo
35602124904,FERNANDO NEGRISIOLO DELLA VALLE EIRELI,PIRACICABA,3,2018,Grupo
35602128853,ENGIMAXX SERVICOS DE PINTURAS PREDIAIS EIRELI,SAO PAULO,3,2018,Grupo
35602128934,REAK SEGURANCA E VIGILANCIA PATRIMONIAL EIRELI,SAO PAULO,3,2018,Grupo
35602129400,KAZUO ELETRICA LTDA,SAO PAULO,3,2018,Grupo
35602129582,EGJ ASSESSORIA EMPRESARIAL EIRELI,SAO PAULO,3,2018,Grupo
35602129752,PROMONT INSTALACAO E MONTAGEM - EIRELI,TABOAO DA SERRA,3,2018,Grupo
