NIRE,Empresa,Município,Month,Year,Type
35101502281,LAZARO JOSE SOARES,TATUÍ,8,1954,Empresario
35104449003,ANTONIO BATISTA,,8,1954,Empresario
35105773637,GIULIO ORLANDI,SÃO PAULO,8,1954,Empresario
35108834483,NICOLAU DE ALMEIDA SINISGALLI,,8,1954,Empresario
35130206554,LUIZ FORNES LOCAÇÃO DE MAQUINAS E EQUIPAMENTOS,SÃO PAULO,8,1954,Empresario
35101502281,LAZARO JOSE SOARES,TATUÍ,8,1954,Empresario
35104449003,ANTONIO BATISTA,,8,1954,Empresario
35105773637,GIULIO ORLANDI,SÃO PAULO,8,1954,Empresario
35108834483,NICOLAU DE ALMEIDA SINISGALLI,,8,1954,Empresario
35130206554,LUIZ FORNES LOCAÇÃO DE MAQUINAS E EQUIPAMENTOS,SÃO PAULO,8,1954,Empresario
35300019431,TUCSON S/A. CONSULTORIA E ASSESSORIA EMPRESARIAL,SAO PAULO,8,1954,Sociedade por Acoes
35300032802,POLLONE S.A. INDUSTRIA E COMERCIO,RIO GRANDE DA SERRA,8,1954,Sociedade por Acoes
35300034139,MATERIAIS DE CONSTRUCAO LUZAN S.A.,SAO PAULO,8,1954,Sociedade por Acoes
35300053745,DEIMOS SERVICOS E INVESTIMENTOS S.A.,SAO BERNARDO DO CAMPO,8,1954,Sociedade por Acoes
35300055870,FAMA FERRAGENS S.A.,SAO PAULO,8,1954,Sociedade por Acoes
35300019431,TUCSON S/A. CONSULTORIA E ASSESSORIA EMPRESARIAL,SAO PAULO,8,1954,Sociedade por Acoes
35300032802,POLLONE S.A. INDUSTRIA E COMERCIO,RIO GRANDE DA SERRA,8,1954,Sociedade por Acoes
35300034139,MATERIAIS DE CONSTRUCAO LUZAN S.A.,SAO PAULO,8,1954,Sociedade por Acoes
35300053745,DEIMOS SERVICOS E INVESTIMENTOS S.A.,SAO BERNARDO DO CAMPO,8,1954,Sociedade por Acoes
35300055870,FAMA FERRAGENS S.A.,SAO PAULO,8,1954,Sociedade por Acoes
35500337097,LIBERTINI & MARTINS LTDA.,CAMPINAS,8,1954,Outros
35500337097,LIBERTINI & MARTINS LTDA.,CAMPINAS,8,1954,Outros
33208226874,,HORTOLANDIA,8,1954,Sociedade Limitada
35200829741,CASA DE CARNES TERRA DA UVA LTDA,JUNDIAI,8,1954,Sociedade Limitada
35200859195,CARDOBRASIL LOCACAO DE MAQUINAS E EQUIPAMENTOS LTDA,SAO PAULO,8,1954,Sociedade Limitada
35200974334,IRMAOS BUSCHER LTDA.,EMBU,8,1954,Sociedade Limitada
35200982558,KAP COMPONENTES ELETRICOS LTDA,SAO PAULO,8,1954,Sociedade Limitada
35201000732,ARANHA PEREIRA E DINIZ LTDA.,SAO PAULO,8,1954,Sociedade Limitada
35201009349,ROLAMENTOS CBF LTDA.,SAO PAULO,8,1954,Sociedade Limitada
35201105283,HUMAITA COMBUSTIVEIS E LUBRIFICANTES LTDA.,TAUBATE,8,1954,Sociedade Limitada
35201158131,INTERCAMBIO COMERCIAL ATLAS LTDA.,SAO PAULO,8,1954,Sociedade Limitada
35201169303,ERISMANN E CIA. LTDA.,SAO BERNARDO DO CAMPO,8,1954,Sociedade Limitada
35201194758,"REMAQ INFORMATICA, MANUTENCAO E COMERCIO LTDA.",SAO PAULO,8,1954,Sociedade Limitada
35202621994,MATERIAIS DE CONSTRUCAO ITABERABA LTDA.,SAO PAULO,8,1954,Sociedade Limitada
35202632589,MANEQUIN MODAS LTDA.,SAO PAULO,8,1954,Sociedade Limitada
35204422468,ROMEU GUILHERME RAYMUNDO & CIA LTDA,SAO PAULO,8,1954,Sociedade Limitada
35204512009,CARPINTARIA INDUSTRIAL IRMAOS ALVES LTDA. - M.E.,SAO PAULO,8,1954,Sociedade Limitada
35204844630,OTICA E RELOJOARIA CRUZ LTDA. - M.E.,SAO PAULO,8,1954,Sociedade Limitada
35204886448,DENTAL CARLOS GOMES LTDA.,CAMPINAS,8,1954,Sociedade Limitada
35204985411,EDITORA CACIQUE LTDA. - M.E.,SAO PAULO,8,1954,Sociedade Limitada
35205637182,ISOLATEX ELETRICA LTDA.,SAO PAULO,8,1954,Sociedade Limitada
35205839303,TROTTER E CIA. LTDA. - M.E.,SAO PAULO,8,1954,Sociedade Limitada
35205981371,CERAMICA SANCHES LTDA,PORTO FERREIRA,8,1954,Sociedade Limitada
35206309618,LANCHES BAR FINESSE LTDA.,SAO PAULO,8,1954,Sociedade Limitada
35206750896,SOBRAPORTAS INDUSTRIA E COMERCIO LTDA.,SAO PAULO,8,1954,Sociedade Limitada
35206807308,CORREA & CORREA COMERCIO DE ARTIGOS PARA PESCA LTDA,RIBEIRAO PRETO,8,1954,Sociedade Limitada
35206863259,TECELAGEM TANIA SOCIEDADE LTDA.,SAO PAULO,8,1954,Sociedade Limitada
35207133289,ELETRO TECNICA CONTINENTAL LTDA.,PRESIDENTE PRUDENTE,8,1954,Sociedade Limitada
35210824190,COMSERV CONSTRUTORA LTDA,ITANHAEM,8,1954,Sociedade Limitada
35210824297,W V M MATERIAIS ELETRICOS LTDA.,SANTA BARBARA D'OESTE,8,1954,Sociedade Limitada
35210824769,HAKKY BIJOUTERIAS E PRESENTES LTDA.,SAO PAULO,8,1954,Sociedade Limitada
35210833059,TELEWARE TECNOLOGIA AUTOMACAO E SISTEMAS LTDA.,EMBU,8,1954,Sociedade Limitada
