NIRE,Empresa,Município,Month,Year,Type
35300324943,HORTENCIA PARTICIPACOES S.A.,SAO PAULO,8,2005,Sociedade por Acoes
35300324951,EXTREMA TECNOLOGIA S/A.,SAO PAULO,8,2005,Sociedade por Acoes
35300324960,WAPC PARTICIPACOES S.A.,SAO PAULO,8,2005,Sociedade por Acoes
35300324978,DON ADMINISTRACAO E PARTICIPACOES S/A,PRESIDENTE PRUDENTE,8,2005,Sociedade por Acoes
35300324986,AIRAM ADMINISTRACAO E PARTICIPACOES S/A,RIO DAS PEDRAS,8,2005,Sociedade por Acoes
35300324994,BENS DE RAIZ PARTICIPACOES S/A,SAO PAULO,8,2005,Sociedade por Acoes
35300325001,MONTE ALEGRE FUTEBOL S.A,SAO PAULO,8,2005,Sociedade por Acoes
35300325010,ANDRESEL PARTICIPACOES E EMPREENDIMENTOS S/A,SAO PAULO,8,2005,Sociedade por Acoes
35300325028,BRASPORTOS OPERADORA DE PORTUARIAS.A,SAO PAULO,8,2005,Sociedade por Acoes
35300325036,MIZU PARTICIPACOES S.A.,SANTANA DE PARNAIBA,8,2005,Sociedade por Acoes
35300325044,MARE PARTICIPACOES S.A.,SANTANA DE PARNAIBA,8,2005,Sociedade por Acoes
35300325052,POLIMIX PARTICIPACOES S.A,SANTANA DE PARNAIBA,8,2005,Sociedade por Acoes
35300325061,BUSINESS HOLDING ADMINISTRACAO E PARTICIPACOES S/A,AMERICANA,8,2005,Sociedade por Acoes
35300325079,CPFL BIOENERGIA S.A.,CAMPINAS,8,2005,Sociedade por Acoes
35300325087,BELA ALIANCA AGRONEGOCIOS S.A.,SAO PAULO,8,2005,Sociedade por Acoes
35300325095,CONQUEST PARTICIPACOES S/A,SAO PAULO,8,2005,Sociedade por Acoes
35300325109,FUSTIPLAST EMBALAGENS PLASTICAS DO BRASIL S/A,ITU,8,2005,Sociedade por Acoes
35300325117,SOLMINE COMMUNICATIONS E CONSULTORAI S/A,SANTANA DE PARNAIBA,8,2005,Sociedade por Acoes
35300325125,BANCORP FOMENTO S.A.,SAO PAULO,8,2005,Sociedade por Acoes
35300325133,COMPANHIA HIDROELETRICA FIGUEIROPOLIS,SAO PAULO,8,2005,Sociedade por Acoes
35300325150,BEBA BRASIL S/A. INDUSTRIA E COMERCIO,GUARULHOS,8,2005,Sociedade por Acoes
35300325168,CINE - COMPLEXO INTERNACIONAL DE NEGOCIOS E ENTRETEINIMENTO S.A.,SAO PAULO,8,2005,Sociedade por Acoes
35300325176,COMPANHIA AGROPECUARIA ALVORETTO,ITAPETININGA,8,2005,Sociedade por Acoes
35300325184,CINE FEIRA BRASIL S.A.,SAO PAULO,8,2005,Sociedade por Acoes
35300325192,MULTICARD ADMINISTRACAO DE CARTOES S/A,SAO PAULO,8,2005,Sociedade por Acoes
35300325206,ANDRITZ FABRICS AND ROLLS INDUSTRIA E COMERCIO S.A.,PIRACICABA,8,2005,Sociedade por Acoes
35300325214,IMOBRASIL EMPREENDIMENTOS IMOBILIARIOS S.A.,SAO PAULO,8,2005,Sociedade por Acoes
35300325222,GB & ASSOCIADOS ADMINISTRACAO E CONSULTORIA S.A,SAO PAULO,8,2005,Sociedade por Acoes
35300325231,JAMCO PARTICIPACOES S/A,SAO PAULO,8,2005,Sociedade por Acoes
35300325249,COMPANHIA BRASILEIRA DE COMPONENTES,JUNDIAI,8,2005,Sociedade por Acoes
35300325257,AGUASSANTA COMERCIAL EXPORTADORA E IMPORTADORA S/A,PIRACICABA,8,2005,Sociedade por Acoes
35300325265,INTERNATIONAL HEALTH INSURANCE DANMARK BRASIL S.A.,SAO PAULO,8,2005,Sociedade por Acoes
35300325273,ITAUSEG PARTICIPACOES S.A.,SAO PAULO,8,2005,Sociedade por Acoes
35300325281,ECO LIFE CIDADE UNIVERSITARIA EMPREENDIMENTOS IMOBILIARIOS S/A,SAO PAULO,8,2005,Sociedade por Acoes
35300325290,COMPAHIA REPAC DE PARTICIPACOES,SAO PAULO,8,2005,Sociedade por Acoes
