NIRE,Empresa,Município,Month,Year,Type
35300362047,GRAPPA INVESTIMENTOS E PARTICIPACOES S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362055,JPA PARTICIPACOES E INVESTIMENTOS S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362063,DEVISA PARTICIPACOES S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362071,FERRARA PARTICIPACOES S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362080,PROVIGA INDUSTRIA DE MINERACAO S.A.,GUARAREMA,10,2008,Sociedade por Acoes
35300362098,ESUR ENGENHARIA S/A,JUNDIAI,10,2008,Sociedade por Acoes
35300362101,"BRASCOD COMERCIO, IMPORTACAO E EXPORTACAO S.A",SAO PAULO,10,2008,Sociedade por Acoes
35300362110,B2B ACUCAR E ALCOOL S.A.,RIBEIRAO PRETO,10,2008,Sociedade por Acoes
35300362128,NOBUCOPAR PARTICIPACOES S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362136,REDA PARTICIPACOES SOCIETARIAS S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362144,LOGMA PARTICIPACOES S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362152,KMX PARTICIPACOES S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362161,CMX PARTICIPACOES S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362179,ARCELOR MITTAL TUBARAO COMERCIAL,SAO PAULO,10,2008,Sociedade por Acoes
35300362187,POWER POINT NEGOCIOS E INTERMEDIACOES S/A,SAO PAULO,10,2008,Sociedade por Acoes
35300362195,ADMINISTRARE NEGOCIOS E INTERMEDIACOES S.A,SAO PAULO,10,2008,Sociedade por Acoes
35300362209,MOTOYAMA PARTICIPACOES S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362217,OAMPAR PARTICIPACOES E INVESTIMENTOS S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362225,BABYSOL S.A. COMERCIO DO VESTUARIO.,SAO PAULO,10,2008,Sociedade por Acoes
35300362233,"VAPOR S.A., TECNOLOGIA, MATERIAIS E SERVICOS",SAO PAULO,10,2008,Sociedade por Acoes
35300362241,EDITORA LETRAS E LUCROS S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362250,POINTER DO BRASIL COMERCIAL S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362268,RBMS PROPERTIES S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362276,TG SPE SP-4 EMPREENDIMENTOS IMOBILIARIOS S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362284,TG SPE SP-5 EMPREENDIMENTOS IMOBILIARIOS S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362292,KEKAPAR ADMINISTRACAO E PARTICIPACOES S/A,SAO PAULO,10,2008,Sociedade por Acoes
35300362306,3E AGROPECUARIA S.A.,JOSE BONIFACIO,10,2008,Sociedade por Acoes
35300362314,ABIU SPE EMPREENDIMENTOS E PARTICIPACOES S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362322,ABIATAR SPE EMPREENDIMENTOS IMOBILIARIOS S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362331,DIGIPIX GRAFICA DIGITAL S/A,SAO PAULO,10,2008,Sociedade por Acoes
35300362349,VETRO HOLDING S.A.,JUNDIAI,10,2008,Sociedade por Acoes
35300362357,SMBJ - AGROINDUTRIAL S/A,PRADOPOLIS,10,2008,Sociedade por Acoes
35300362365,MURIDAE PARTICIPACOES S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362373,HEMERA PARTICIPACOES S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362381,AGASSIZ PARTICIPACOES S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362390,BELLONA INVESTIMENTOS E PARTICIPACOES S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362403,SOKATRA INVESTIMENTOS E PARTICIPACOES S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362411,BIG CONSTRUTORA E INCORPORADORA S/A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362420,TECHNOPARK COMERCIO DE ARTIGOS OPTICOS S.A.,BARUERI,10,2008,Sociedade por Acoes
35300362438,ASPERBRAS BRASIL S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362446,MANAUSGAS S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362454,TAV BRASIL S/A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362462,ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362471,SUEME INDUSTRIAL S.A.,ARTUR NOGUEIRA,10,2008,Sociedade por Acoes
35300362489,BROOKFIELD SAB L'ADRESSE EMPREENDIMENTOS IMOBILIARIOS S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362497,ALIOTH S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362501,MIC EMPRESA DE ADMINISTRACAO S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362519,UNIBANCO - RODOBENS ADMINISTRADORA DE CONSORCIOS S.A.,UCHOA,10,2008,Sociedade por Acoes
35300362527,BIOENERGETICA VALE DO PARACATUS.A.,BARUERI,10,2008,Sociedade por Acoes
35300362535,CASSAY ADMINISTRACAO DE BENS PROPRIOS S.A.,SAO PAULO,10,2008,Sociedade por Acoes
35300362543,CCB BRASIL ARRENDAMENTO MERCANTIL S/A,SAO PAULO,10,2008,Sociedade por Acoes
35300362551,"TAQUARITUBA AGROINDUSTRIA S.A. - ""EM RECUPERACAO JUDICIAL""",TAQUARITUBA,10,2008,Sociedade por Acoes
35300362560,GOLD BLACK EMPREENDIMENTOS IMOBILIARIOS SPE S.A.,SAO PAULO,10,2008,Sociedade por Acoes
