NIRE,Empresa,Município,Month,Year,Type
35300146999,CCK - ADMINISTRACAO E PARTICIPACOES S/A.,BARUERI,9,1996,Sociedade por Acoes
35300147006,TECNOSOLARIS S.A.,SAO PAULO,9,1996,Sociedade por Acoes
35300147014,KATY COMPANHIA MERCANTIL DE AUTOPARTS.,MOGI-MIRIM,9,1996,Sociedade por Acoes
35300147022,COMPANHIA VERENA PATRIMONIAL DE BENS.,SAO PAULO,9,1996,Sociedade por Acoes
35300147031,PROMOAUTO PARTICIPACOES S.A.- EM LIQUIDACAO,SAO PAULO,9,1996,Sociedade por Acoes
35300147049,NTA-ADMINISTRACAO E PARTICIPACOES S/A.,SAO PAULO,9,1996,Sociedade por Acoes
35300147057,SIENA COMERCIO E PARTICIPACOES S/A.,SAO PAULO,9,1996,Sociedade por Acoes
35300146999,CCK - ADMINISTRACAO E PARTICIPACOES S/A.,BARUERI,9,1996,Sociedade por Acoes
35300147006,TECNOSOLARIS S.A.,SAO PAULO,9,1996,Sociedade por Acoes
35300147014,KATY COMPANHIA MERCANTIL DE AUTOPARTS.,MOGI-MIRIM,9,1996,Sociedade por Acoes
35300147022,COMPANHIA VERENA PATRIMONIAL DE BENS.,SAO PAULO,9,1996,Sociedade por Acoes
35300147031,PROMOAUTO PARTICIPACOES S.A.- EM LIQUIDACAO,SAO PAULO,9,1996,Sociedade por Acoes
35300147049,NTA-ADMINISTRACAO E PARTICIPACOES S/A.,SAO PAULO,9,1996,Sociedade por Acoes
35300147057,SIENA COMERCIO E PARTICIPACOES S/A.,SAO PAULO,9,1996,Sociedade por Acoes
35400041781,UNIODONTO DE VOTUPORANGA COOPERATIVA ODONTOLOGICA,VOTUPORANGA,9,1996,Cooperativa
35400041790,COOPERATIVA HABITACIONAL LAR DOCE LTDA.,FERRAZ DE VASCONCELOS,9,1996,Cooperativa
35400041803,COOPERATIVA HABITACIONAL COOPERHABIT - SP.,TAQUARITINGA,9,1996,Cooperativa
35400041811,COOPERATIVA HABITACIONAL DO VALE DO TIETE-COOPAVALE,BORBOREMA,9,1996,Cooperativa
35400041820,COOPERATIVA ESCOLA DOS ALUNOS DA E. T. E. C JOAO JORGE GERAISSATE,PENAPOLIS,9,1996,Cooperativa
35400041838,COOPERATIVA OPERACIONAL DE GUINCHOS E REMOY?ES E TRANSPORTES DE SWO PAULO.,SAO PAULO,9,1996,Cooperativa
35400041846,COOPERPRONT - COOPERATIVA HABITACIONAL CASA PRONTA SAO PAULO.,SAO PAULO,9,1996,Cooperativa
35400041854,CONCOOP - COOPERATIVA DE TRABALHO EM CONDOMINIOS,SAO PAULO,9,1996,Cooperativa
35400041862,COHASCLIN - COOPERATIVA HABITACIONAL DOS SERVIDORES DO HOSPITAL DAS CLINICAS LTDA.,SAO PAULO,9,1996,Cooperativa
35400041871,COOPERATIVA PARAISO DE TRABALHADORES RURAIS DE TAQUARUTINGA LTDA.,TAQUARITINGA,9,1996,Cooperativa
35400041781,UNIODONTO DE VOTUPORANGA COOPERATIVA ODONTOLOGICA,VOTUPORANGA,9,1996,Cooperativa
35400041790,COOPERATIVA HABITACIONAL LAR DOCE LTDA.,FERRAZ DE VASCONCELOS,9,1996,Cooperativa
35400041803,COOPERATIVA HABITACIONAL COOPERHABIT - SP.,TAQUARITINGA,9,1996,Cooperativa
35400041811,COOPERATIVA HABITACIONAL DO VALE DO TIETE-COOPAVALE,BORBOREMA,9,1996,Cooperativa
35400041820,COOPERATIVA ESCOLA DOS ALUNOS DA E. T. E. C JOAO JORGE GERAISSATE,PENAPOLIS,9,1996,Cooperativa
35400041838,COOPERATIVA OPERACIONAL DE GUINCHOS E REMOY?ES E TRANSPORTES DE SWO PAULO.,SAO PAULO,9,1996,Cooperativa
35400041846,COOPERPRONT - COOPERATIVA HABITACIONAL CASA PRONTA SAO PAULO.,SAO PAULO,9,1996,Cooperativa
35400041854,CONCOOP - COOPERATIVA DE TRABALHO EM CONDOMINIOS,SAO PAULO,9,1996,Cooperativa
