NIRE,Empresa,Município,Month,Year,Type
35603025888,BASE PINHAL IMPORTACAO E EXPORTACAO EIRELI,ESPIRITO SANTO DO PINHAL,4,2020,Grupo
35603069745,INOVAR COMERCIO ONLINE DE METAIS E FERRAGENS EIRELI,SAO PAULO,4,2020,Grupo
35603071049,BASSO DISTRIBUIDORA DE DOCES EIRELI,TAUBATE,4,2020,Grupo
35603094499,PROSYS TECNOLOGIA EIRELI,SERTAOZINHO,4,2020,Grupo
35603100235,D&L COMERCIO DE MATERIAIS ELETRICOS EIRELI,SAO PAULO,4,2020,Grupo
35603107353,OMNI CRUSHING & SCREENING SERVICOS ADMINISTRATIVO PARA IMPORTACAO E EXPORTACAO EIRELI,SOROCABA,4,2020,Grupo
35603112063,JDLOG TRANSPORTES & LOGISTICA EIRELI,SUMARE,4,2020,Grupo
35603125700,MAR MONTAGEM E MANUTENCAO INDUSTRIAL EIRELI,SAO BERNARDO DO CAMPO,4,2020,Grupo
35603125793,WI TREND AGENCIA DIGITAL E MARKETING EIRELI,SAO PAULO,4,2020,Grupo
35603125874,SERRA E FREITAS CONSTRUCOES E REVESTIMENTOS,SAO PAULO,4,2020,Grupo
35630558905,F&G CONSTRUCAO E FACILITIES EIRELI,DIADEMA,4,2020,Grupo
35630559642,LANCONE SERVICOS DE APOIO ADMINISTRATIVO EIRELI,TABOAO DA SERRA,4,2020,Grupo
35630560641,EMBRASAM SOLUCOES AMBIENTAIS EIRELI,GUARULHOS,4,2020,Grupo
35630561124,JORO TECNOLOGIA COMERCIO IMPORTACAO EXPORTACAO E SERVICOS EIRELI,SAO PAULO,4,2020,Grupo
35630561191,GJRSEVERI SERVICOS DE TECNOLOGIA EIRELI,SAO PAULO,4,2020,Grupo
35630561591,CREATIVITY SERVICOS EMPRESARIAIS EIRELI,GUARULHOS,4,2020,Grupo
35630561639,XPO INFORMATICA EIRELI,SAO PAULO,4,2020,Grupo
35630561761,SENHORA LAVANDERIA - EIRELI,CAMPINAS,4,2020,Grupo
35400188227,COOPERATIVA DOS TRABALHADORES DA CONSTRUCAO CIVIL DE ARARAQUARA - COOPERMORADA,ARARAQUARA,4,2020,Cooperativa
35400188235,COOPERATIVA DE TRABALHO EM SERVICOS GERAIS - VITORIA MULTISSERVICOS,ARARAQUARA,4,2020,Cooperativa
35400188243,COOPERATIVA DE TRABALHO E SERVICOS DE ALIMENTACAO PANELAS UNIDAS,ARARAQUARA,4,2020,Cooperativa
35400191465,COOPERSCAR TORTUGAS AMBIENTAL,SAO VICENTE,4,2020,Cooperativa
35400188227,COOPERATIVA DOS TRABALHADORES DA CONSTRUCAO CIVIL DE ARARAQUARA - COOPERMORADA,ARARAQUARA,4,2020,Cooperativa
