NIRE,Empresa,Município,Month,Year,Type
35213130342,H M M CONSTRUTORA E LOCADORA DE ANDAIMES LTDA - ME,JANDIRA,6,1995,Capital Industria
35213130342,H M M CONSTRUTORA E LOCADORA DE ANDAIMES LTDA - ME,JANDIRA,6,1995,Capital Industria
35300139267,INVISTA NYLON SUL AMERICANA S.A.,AMERICANA,6,1995,Sociedade por Acoes
35300142268,CDMA PARTICIPACOES S.A,SAO PAULO,6,1995,Sociedade por Acoes
35300142276,PARTICIPACOES ABC LTDA.,SAO PAULO,6,1995,Sociedade por Acoes
35300142292,S.A. DE EDUCACAO PRUDENTINA,PRESIDENTE PRUDENTE,6,1995,Sociedade por Acoes
35300142306,INVESTCO S/A,SAO PAULO,6,1995,Sociedade por Acoes
35300142314,SELBRA PARTICIPACOES S/A.,SAO PAULO,6,1995,Sociedade por Acoes
35300142322,"BSP - CREDITO, FINANCIAMENTO E INVESTIMENTO S/A.",SAO PAULO,6,1995,Sociedade por Acoes
35300142331,CONSTRUTORA WASSERMAN S.A.,SAO PAULO,6,1995,Sociedade por Acoes
35300142349,EDS - INDUSTRIA DE ESTIRENO S.A.,SAO BERNARDO DO CAMPO,6,1995,Sociedade por Acoes
35300142357,S. H. PARTICIPACOES S.A.,SAO PAULO,6,1995,Sociedade por Acoes
35300142365,AMILI S/A PARTICIPACOES,LENCOIS PAULISTA,6,1995,Sociedade por Acoes
35300142373,PLB ADMINISTRACAO DE BENS E PARTICIPACOES S/A.,JUNDIAI,6,1995,Sociedade por Acoes
35300142381,SELTAX TECNOLOGIA S/A,SAO PAULO,6,1995,Sociedade por Acoes
35300142390,PGM ADMINISTRACAO DE BENS E PARTICIPACOES S.A.,JUNDIAI,6,1995,Sociedade por Acoes
35300142403,VALENTIN FELTRIN EMPREENDIMENTOS E PARTICIPACOES S.A.,NOVA ODESSA,6,1995,Sociedade por Acoes
35300142411,INTERNATIONAL PHARMACEUTICAL IMMUNOLOGY DO BRASIL S/A.,SAO PAULO,6,1995,Sociedade por Acoes
35300142420,ABC-BRASIL PARTICIPACOES S.A.,SAO PAULO,6,1995,Sociedade por Acoes
35300142438,HOSPITAL LA SANTE S.A.,SAO PAULO,6,1995,Sociedade por Acoes
35300142446,AGRICAL S/A.,RIBEIRAO BRANCO,6,1995,Sociedade por Acoes
35300142454,CONSTRUTORA EUROPA S/A,SAO PAULO,6,1995,Sociedade por Acoes
35300142462,CHEMOTECNICA SINTYAL DO BRASIL S.A.,SAO PAULO,6,1995,Sociedade por Acoes
35300160029,"KOSMOS COMERCIO DE VESTUARIO S/A - ""INABILITADA PARA EXERCER ATIVIDADE EMPRESARIAL""",SAO PAULO,6,1995,Sociedade por Acoes
35400035731,COOPERATIVA AGROPECUARIA DA REGIAO BRAGANTINA,BRAGANCA PAULISTA,6,1995,Cooperativa
35400035749,COFASI- COOPERATIVA DOS FUNCIONARIOS ASSOCIADOS EM ENTIDADE SINDICAIS DE ITAPEVA E REGIAO.,ITAPEVA,6,1995,Cooperativa
35400035757,COOPERATIVA DE TRABALHO MEDICO DE ALTINOPOLIS,ALTINOPOLIS,6,1995,Cooperativa
35400035765,COOPERATIVA MEDICA DE ANESTESISTAS DE SAO PAULO LTDA. - COMASP - EM LIQUIDACAO,SAO PAULO,6,1995,Cooperativa
35400035773,COOPERATIVA HABITACIONAL DOS EMPREGADOS NO COMERCIO DE SAO PAULO,SAO PAULO,6,1995,Cooperativa
35400035781,CCIAC COOPERATIVA COMERCIAL INDUSTRIAL AGRICOLA DE CAMPINAS,CAMPINAS,6,1995,Cooperativa
35400035790,COOPERATIVA DE ENSINO DE MARILIA.,MARILIA,6,1995,Cooperativa
35400035811,COOPERATIVA HABITACIONAL DEZESSEIS DE DEZEMBRO,SAO PAULO,6,1995,Cooperativa
35400035820,COOPERATIVA HABITACIONAL DE INTERESSE SOCIAL UNIAO BANDEIRANTE - COOPUNIAO,SANTO ANDRE,6,1995,Cooperativa
35400035838,COOPERATIVA DE COMERCIALIZACAO E PRESTACAO DE SERVICO DOS ASSENTADOS DE REFORMA AGRARIA DO PONTAL,TEODORO SAMPAIO,6,1995,Cooperativa
