NIRE,Empresa,Município,Month,Year,Type
35300147847,INTERNETCOM DO BRASIL S/A,SAO PAULO,11,1996,Sociedade por Acoes
35300147855,NIKOLS PARTICIPACOES S.A.,SAO PAULO,11,1996,Sociedade por Acoes
35300147863,HG EMPREENDIMENTOS E PARTICIPACOES S/A,SERRANA,11,1996,Sociedade por Acoes
35300147880,VIVAX S/A,AMERICANA,11,1996,Sociedade por Acoes
35300147898,GENERAL PARTICIPACOES S/A.,CAMPINAS,11,1996,Sociedade por Acoes
35300147901,NEW AIR EMPREENDIMENTOS E PARTICIPACOES S/A.,SAO PAULO,11,1996,Sociedade por Acoes
35300147910,RETOUR-D ATIVOS FINANCEIROS S/A - EM LIQUIDACAO,SAO PAULO,11,1996,Sociedade por Acoes
35300147928,IMAGE TV DE BIRIGUI S/A,BIRIGUI,11,1996,Sociedade por Acoes
35300147936,SE S/A COMERCIO E IMPORTACAO,SAO PAULO,11,1996,Sociedade por Acoes
35300147944,ITINGA PARTICIPACOES S/A,SAO PAULO,11,1996,Sociedade por Acoes
35300147952,GAFISA S/A,SAO PAULO,11,1996,Sociedade por Acoes
35300147961,IRIRI PARTICIPACOES S/A,SAO PAULO,11,1996,Sociedade por Acoes
35300147979,TAQUA CITRUS S.A.,TAQUARITINGA,11,1996,Sociedade por Acoes
35300147987,ROSSI SECURITIES S.A.,SAO PAULO,11,1996,Sociedade por Acoes
35300147995,BAHIA TRUST DE RECEBIVEIS S/A.,SAO CAETANO DO SUL,11,1996,Sociedade por Acoes
35300148002,DMD PARTICIPACOES S.A.,SAO PAULO,11,1996,Sociedade por Acoes
35300148011,VALSPAR RENNER S.A.,SAO BERNARDO DO CAMPO,11,1996,Sociedade por Acoes
35300148029,CERVEJARIA SAO PAULO S.A.,SAO PAULO,11,1996,Sociedade por Acoes
35300148037,MARVENA INDUSTRIAL COMERCIAL S/A.,SAO PAULO,11,1996,Sociedade por Acoes
35300148045,UNION BRANDS S.A.,SAO PAULO,11,1996,Sociedade por Acoes
35300148053,GRUPO ORSA PARTICIPACOES S.A.,SUZANO,11,1996,Sociedade por Acoes
35300148061,PRUDENTE FERREIRA S.A. EMPREENDIMENTOS AGRICOLAS E IMOBILIARIOS,SAO PAULO,11,1996,Sociedade por Acoes
35300148070,COMPANHIA NEVADA EVENTOS E PARTICIPACOES.,SAO PAULO,11,1996,Sociedade por Acoes
35300148088,NEW ENERGY CAPITALIZACAO S/A.,SAO PAULO,11,1996,Sociedade por Acoes
35300148096,FITAS INDUSTRIA E TECNOLOGIA S.A.,GUARULHOS,11,1996,Sociedade por Acoes
35300148100,CAUEMIX S.A,SAO PAULO,11,1996,Sociedade por Acoes
35300148126,PARGEL S/A,SAO BERNARDO DO CAMPO,11,1996,Sociedade por Acoes
35300148134,SPF SERVICOS S/A,SAO PAULO,11,1996,Sociedade por Acoes
35400042184,CAM COOPERATIVA DE ASSISTENCIA MEDICA,SAO PAULO,11,1996,Cooperativa
35400042192,COOPERATIVA DOS TRABALHADORES RURAIS DE LIMEIRA E REGIAO LTDA COOPERTRALI,LIMEIRA,11,1996,Cooperativa
35400042206,COOPERATIVA HABITACIONAL ALVORADA,SAO PAULO,11,1996,Cooperativa
35400042214,COOPERATIVA HABITACIONAL DI THIENE ABCD,SAO CAETANO DO SUL,11,1996,Cooperativa
35400042494,COOTROESP - COOPERATIVA DE TRABALHO DO CENTRO - OESTE PAULISTA,BAURU,11,1996,Cooperativa
35400042508,COOPERATIVA DE APOIO AOS TRABALHADORES EM CARGA E DESCARGA,SAO PAULO,11,1996,Cooperativa
35400042516,COOPERATIVA HABITACIONAL E URBANIZADORA CASTELO BRANCO,SAO PAULO,11,1996,Cooperativa
35400042524,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA COMPANHIA PAULISTA DE TRENS METROPOLITANOS,OSASCO,11,1996,Cooperativa
35400042532,COOP.DE CRED.MUTUO DOS EMPREG.DA ARKEMA QUIM.ATOTECH DO BRAS.TREBOL BRAS.RESINAS INT.E TOTAL LUBRIF.DO BRAS.CREDIQ,SAO PAULO,11,1996,Cooperativa
35400042541,COOPERATIVA NACIONAL DE HABITACAO POPULAR-CONAHP.,CAMPINAS,11,1996,Cooperativa
35400042559,COOPERATIVA HABITACIONAL LIMA.,SAO PAULO,11,1996,Cooperativa
35400042567,COOPERATIVA DE CREDITO MUTUO DOS SERVIDORES PUBLICOS AUTARQUICOS E CAMARA MUNICIPAL DE MAUA - MAUACOOPER,MAUA,11,1996,Cooperativa
35400042575,COOPERVIGIL-COOPERATIVA DE VILANCIA E SEGURANCA PRIVADAS DO ESTADO DE SAO PAULO,SAO PAULO,11,1996,Cooperativa
35400042583,COSEDI COOPERATIVA DE SERVICOS DIVERSOS,SAO PAULO,11,1996,Cooperativa
35400042591,COOPERATIVA HABITACIONAL PRIMAVERA DE COSMOPOLIS,COSMOPOLIS,11,1996,Cooperativa
35400042605,COOPERATIVA HABITACIONAL DOS MORADORES DO JARDIM RINCAO,SAO PAULO,11,1996,Cooperativa
35400042613,COOPERATIVA HABITACIONAL MASTERCOOP.,SAO PAULO,11,1996,Cooperativa
35400042621,COOPERATIVA BRASILEIRA DE HABITACOES DE INTERESSE SOCIAL.,OSASCO,11,1996,Cooperativa
35400042630,COOPERATIVA REGIONAL DOS PRODUTORES DO NOROESTE DO ESTADO DE SAO PAULO - COOPREN,PROMISSAO,11,1996,Cooperativa
35400042648,COOPERVIDA - COOPERATIVA DE SERVICOS MEDICOS.,SAO PAULO,11,1996,Cooperativa
35400042656,COOPERATIVA HABITACIONAL NOSSA CASA,RIBEIRAO PRETO,11,1996,Cooperativa
35400042664,COOPERATIVA HABITACIONAL REGIONAL DO VALE DO PARAIBA,SAO JOSE DOS CAMPOS,11,1996,Cooperativa
35400042672,COOPERATIVA HABITACIONAL DOS SERVIDORES PUBLICOS - COOPERHSEP,SAO JOSE DOS CAMPOS,11,1996,Cooperativa
35400042681,COOPERATIVA HABITACIONAL CAMAPUA,SAO PAULO,11,1996,Cooperativa
35400042699,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA ASSOCIACAO DOS FUNCIONARIOS PUBLICOS DO ESTADO DE SP,SAO PAULO,11,1996,Cooperativa
35400042702,FEDERACAO DAS COOPERATIVAS HABITACIONAIS DO ESTADO DE SAOPAULO.,SAO PAULO,11,1996,Cooperativa
35400042711,UNIMED DE SERTAOZINHO COOPERATIVA DE TRABALHO MEDICO.,SERTAOZINHO,11,1996,Cooperativa
35400042729,COOPERTRA - COOPERATIVA DE TRABALHO DOS CARREGADORES AUTONOMOS,BATATAIS,11,1996,Cooperativa
35400042737,CONSTRUCOOP - COOPERTATIVA DE TRABALHO PRODUCAO E PRESTACAO DE SERVICOS NA COSTRUCAO CIVL DO ESTADO DE SAO PAULO,OSASCO,11,1996,Cooperativa
35400042745,COOPERATIVA HABITACIONAL DE ITU (EM LIQUIDACAO),ITU,11,1996,Cooperativa
35400042753,UNIMED OESTE PAULISTA - FEDERACAO INTRAFEDERATIVA DAS COOPERATIVAS MEDICAS,SAO JOSE DO RIO PRETO,11,1996,Cooperativa
35400042761,UNIMED NORDESTE PAULISTA- FEDERACAO INTRAFEDERATIVA DAS COOPERATIVAS MEDICAS,RIBEIRAO PRETO,11,1996,Cooperativa
35400042770,UNIMED VALE DO PARAIBA - FEDERACAO INTRAFEDERATIVA DAS COOPERATIVAS MEDICAS.,PINDAMONHANGABA,11,1996,Cooperativa
35400042788,UNIMED CENTRO OESTE PAULISTA - FEDERACAO INTRAFEDERATIVA DAS COOPERATIVAS MEDICAS,BAURU,11,1996,Cooperativa
35400042796,COOPERATIVA HABITACIONAL MORADIA E ARTE,EMBU,11,1996,Cooperativa
35400042800,COOPERATIVA HABITACIONAL VALE DO UNA,TAUBATE,11,1996,Cooperativa
35400042818,COOPERATIVA DOS MOTORISTAS AUTONOMOS CMA,SAO BERNARDO DO CAMPO,11,1996,Cooperativa
35400042826,COOPERATIVA HABITACIONAL MORAR BEM,SAO PAULO,11,1996,Cooperativa
35400042834,COOPERATIVA DOS PROFISSIONAIS DE ATIVIDADES COMERCIAIS,SAO PAULO,11,1996,Cooperativa
35400042851,COOPERATIVA AUTOGESTIONARIA INDUSTIAL DE TRABALHADORES TEXTEIS.,SAO PAULO,11,1996,Cooperativa
35400042869,COOPERQUIM COOPERATIVA DOS TRABALHADORES DA INDUSTRIA MATARAZZO PRODUTOS QUIMICOS -PROQUIM,SAO PAULO,11,1996,Cooperativa
35400042877,COOPERATIVA DOS TRANSPORTADORES AUTONOMOS DE CARGAS FRIGORIFICADAS E EM GERAL,SAO PAULO,11,1996,Cooperativa
35400042885,COOTELPA COOPERATIVA DE TRANSPORTES ESPECIAIS DE LENCOIS PAULISTA.,LENCOIS PAULISTA,11,1996,Cooperativa
